Year,SA2_code_2016,SA2_name_2016,Population,Population density,Population growth (1 year),Population increase (1 year),Population growth (5 years),Natural increase,Net regional migration,Net overseas migration,Natural increase (ratio to population at start of year),Net regional migration (ratio to population at start of year),Net overseas migration (ratio to population at start of year)
2016,111031232,Stockton - Fullerton Cove,7635,250.3278689,4.18941048,307,21.57643312,,,,,,
2016,111031233,Wallsend - Elermore Vale,20097,934.744186,0.169466182,34,0.913884007,,,,,,
2016,111031234,Waratah - North Lambton,12477,2446.470588,0.136436597,17,0.483208504,,,,,,
2016,111031235,Wickham - Carrington - Tighes Hill,8365,2323.611111,0.371970242,31,3.65551425,,,,,,
2016,112011236,Ballina,17555,486.2880886,1.228232038,213,4.30778372,,,,,,
2016,112011237,Ballina Region,17247,42.42804428,2.017035372,341,6.430114162,,,,,,
2016,112011238,Bangalow,6006,32.20375335,1.555630707,92,7.461084273,,,,,,
2016,112011239,Brunswick Heads - Ocean Shores,8602,158.125,1.283409867,109,6.407718951,,,,,,
2016,112011240,Byron Bay,10203,256.3567839,1.846675983,185,10.45794089,,,,,,
2016,112011241,Evans Head,5316,9.781048758,0.662753266,35,3.283466097,,,,,,
2016,112011242,Lennox Head - Skennars Head,8088,213.968254,1.315295002,105,5.877732688,,,,,,
2016,112011243,Mullumbimby,8398,31.32413279,2.50213597,205,10.10882392,,,,,,
2016,112021244,Casino,12495,89.89208633,0.409836066,51,2.38446411,,,,,,
2016,112021245,Casino Region,7079,1.792106529,0,0,-0.197377696,,,,,,
2016,112021246,Goonellabah,13375,530.7539683,0.224803297,30,1.633738602,,,,,,
2016,112021247,Kyogle,7464,3.770077786,-0.876494024,-66,-3.913491246,,,,,,
2016,112021248,Lismore,15641,247.093207,-0.792845363,-125,-3.055658857,,,,,,
2016,112021249,Lismore Region,15415,12.5,0.084404623,13,0.462721585,,,,,,
2016,112031250,Kingscliff - Fingal Head,13574,353.4895833,5.798908807,744,19.32137834,,,,,,
2016,112031251,Murwillumbah,9088,373.9917695,1.700984781,152,6.441789646,,,,,,
2016,112031252,Murwillumbah Region,9906,10.9060883,0.182038835,18,-0.100847116,,,,,,
2016,112031253,Pottsville,13602,71.77836412,1.416641813,190,8.218633145,,,,,,
2016,112031254,Tweed Heads,19932,198.7238285,1.187937862,234,5.154312846,,,,,,
2016,112031550,Banora Point,15986,1700.638298,0.452431821,72,2.186141652,,,,,,
2016,112031551,Terranora - North Tumblegum,3352,115.5862069,1.29948625,43,3.970223325,,,,,,
2016,112031552,Tweed Heads South,8302,976.7058824,0.338409475,28,1.059038344,,,,,,
2016,113011256,Griffith (NSW),19709,350.071048,1.076978307,210,5.491623401,,,,,,
2016,113011257,Griffith Region,13185,0.572757839,0.022758307,3,0.0986942,,,,,,
2016,113011258,Leeton,10307,27.56619417,0.223648386,23,0.861141012,,,,,,
2016,113011259,Narrandera,6138,1.13471244,-0.534759358,-33,-3.247162673,,,,,,
2016,113021260,Tumbarumba,3491,0.77222554,-0.228636753,-8,-0.852030673,,,,,,
2016,113021261,Tumut,6399,158.7841191,-0.37365717,-24,-1.674861709,,,,,,
2016,113021262,Tumut Region,4763,1.032360145,0.105086171,5,-0.020990764,,,,,,
2016,113031263,Cootamundra,7677,4.635589638,0,0,0.169624217,,,,,,
2016,113031264,Gundagai,3637,1.539470899,-0.301535088,-11,-1.007076756,,,,,,
2016,113031265,Junee,6363,3.228474301,1.176657656,74,4.844290657,,,,,,
2016,113031266,Temora,6828,1.988178086,0.707964602,48,4.595588235,,,,,,
2016,113031267,Wagga Wagga - East,17004,314.8888889,0.663035757,112,3.035811671,,,,,,
2016,113031268,Wagga Wagga - North,4542,84.58100559,6.569685594,280,26.1316301,,,,,,
2016,113031269,Wagga Wagga - South,21709,738.4013605,0.023037228,5,0.110675582,,,,,,
2016,113031270,Wagga Wagga - West,12545,228.5063752,0.351971842,44,1.595400065,,,,,,
2016,113031271,Wagga Wagga Region,15069,1.614299335,1.44742157,215,4.377640784,,,,,,
2016,114011272,Berry - Kangaroo Valley,8965,16.69149134,0.866336634,77,4.609101517,,,,,,
2016,114011273,Callala Bay - Currarong,3715,22.25883763,0.405405405,15,1.836622807,,,,,,
2016,114011274,Culburra Beach,5069,66.34816754,0.495638382,25,2.259431108,,,,,,
2016,114011275,Ettrema - Sassafras - Budawang,52,0.024248076,8.333333333,4,40.54054054,,,,,,
2016,114011276,Huskisson - Vincentia,4272,137.8064516,1.304244724,55,7.607052897,,,,,,
2016,114011277,North Nowra - Bomaderry,16173,162.2166499,0.578358209,93,2.160318363,,,,,,
2016,114011278,Nowra,20617,202.7236971,2.470178926,497,9.822617589,,,,,,
2016,114011279,St Georges Basin - Erowal Bay,14273,185.6046814,1.899050475,266,9.817650227,,,,,,
2016,114011280,Sussex Inlet - Berrara,4397,110.4773869,0.594829558,26,3.288700963,,,,,,
2016,114011281,Tomerong - Wandandian - Woollamia,3503,9.316489362,0.574217628,20,2.938583603,,,,,,
2016,114011282,Ulladulla,15618,333.7179487,1.527660404,235,5.827347879,,,,,,
2016,114011283,Ulladulla Region,5128,7.567886659,1.68550466,85,6.722164412,,,,,,
2016,114021284,Bowral,13218,237.7338129,0.893061598,117,4.103331496,,,,,,
2016,114021285,Hill Top - Colo Vale,6195,35.52178899,2.042497117,124,5.321319279,,,,,,
2016,114021286,Mittagong,9232,125.0948509,3.381858903,302,9.604653924,,,,,,
2016,114021287,Moss Vale - Berrima,10008,84.74174428,1.86259542,183,8.031088083,,,,,,
2016,114021288,Robertson - Fitzroy Falls,3606,7.233701103,0.895355344,32,3.146453089,,,,,,
2016,114021289,Southern Highlands,6728,4.772646662,1.325301205,88,5.852737571,,,,,,
2016,201011001,Alfredton,11852,224.8956357,7.364797536,813,40.22716517,,,,,,
2016,201011002,Ballarat,12301,992.016129,0.008130081,1,-0.517589972,,,,,,
2016,201011003,Ballarat - North,23539,254.7510823,1.413123088,328,4.972351052,,,,,,
2016,201011004,Ballarat - South,24654,749.3617021,1.473493579,358,6.299314448,,,,,,
2016,201011005,Buninyong,7311,141.6860465,1.668752607,120,8.713754647,,,,,,
2016,201011006,Delacombe,7195,210.380117,5.097867368,349,23.24426173,,,,,,
2016,201011007,Smythes Creek,3990,38.10888252,0.605143722,24,4.47761194,,,,,,
2016,201011008,Wendouree - Miners Rest,14826,219.3195266,0.31801881,47,2.43902439,,,,,,
2016,201021009,Bacchus Marsh Region,5982,5.758567578,1.338302558,79,5.465444288,,,,,,
2016,201021010,Creswick - Clunes,7870,9.185340803,1.143811849,89,4.891376783,,,,,,
2016,201021011,Daylesford,9117,9.901172893,1.097804391,99,6.147397834,,,,,,
2016,201021012,Gordon (Vic.),5761,6.775255792,1.212227688,69,4.974489796,,,,,,
2016,201031013,Avoca,3323,1.938513592,0.180886343,6,-0.717060054,,,,,,
2016,201031014,Beaufort,4454,2.390767579,3.173500116,137,14.61657231,,,,,,
2016,201031015,Golden Plains - North,4540,4.923544084,2.160216022,96,10.67771819,,,,,,
2016,201031016,Maryborough (Vic.),8001,175.8461538,1.086544536,86,4.261141517,,,,,,
2016,201031017,Maryborough Region,5278,3.242811502,1.072386059,56,3.368585977,,,,,,
2016,202011018,Bendigo,14770,923.125,0.115230801,17,-0.276821281,,,,,,
2016,202011019,California Gully - Eaglehawk,12130,367.5757576,3.630926954,425,18.20307932,,,,,,
2016,202011020,East Bendigo - Kennington,13750,804.0935673,-0.398406375,-55,-1.093367861,,,,,,
2016,202011021,Flora Hill - Spring Gully,9493,719.1666667,0.348837209,33,2.141166344,,,,,,
2016,202011022,Kangaroo Flat - Golden Square,19947,487.7017115,1.038395299,205,5.999574875,,,,,,
2016,202011023,Maiden Gully,5155,119.8837209,3.451735902,172,18.39687644,,,,,,
2016,202011024,Strathfieldsaye,8775,155.5851064,5.026929982,420,23.67864693,,,,,,
2016,202011025,White Hills - Ascot,11914,175.7227139,6.071937322,682,35.32485234,,,,,,
2016,202021026,Bendigo Region - South,7346,9.218220605,4.643874644,326,17.25458899,,,,,,
2016,202021027,Castlemaine,10770,128.3671037,2.13371266,225,8.568548387,,,,,,
2016,202021028,Castlemaine Region,8621,5.690429043,0.960299801,82,4.105784326,,,,,,
2016,202021029,Heathcote,4529,5.984408034,1.729559748,77,10.1946472,,,,,,
2016,202021030,Kyneton,9782,17.57771788,1.304888152,126,9.971894323,,,,,,
2016,202021031,Woodend,7043,33.23737612,1.954255935,135,7.052743578,,,,,,
2016,202031032,Bendigo Region - North,4413,3.064157756,1.424959779,62,5.271946565,,,,,,
2016,202031033,Loddon,7098,1.146077212,0.183486239,13,-0.182815356,,,,,,
2016,203011034,Bannockburn,6549,34.09161895,5.765503876,357,37.75767775,,,,,,
2016,203011035,Golden Plains - South,6937,4.672953857,2.225169467,151,10.40904027,,,,,,
2016,203011036,Winchelsea,5824,6.447470386,0.327304048,19,0.621976503,,,,,,
2016,203021037,Belmont,14312,1522.553191,0.9664903,137,2.890007189,,,,,,
2016,203021038,Corio - Norlane,27029,334.5173267,0.831903305,223,2.115682497,,,,,,
2016,203021039,Geelong,13077,1021.640625,0.941721343,122,5.272902914,,,,,,
2016,203021040,Geelong West - Hamlyn Heights,20021,625.65625,1.341364649,265,4.021405933,,,,,,
2016,203021041,Grovedale,23790,427.1095153,7.142857143,1586,18.1466031,,,,,,
2016,203021042,Highton,22794,561.4285714,1.804376954,404,14.92386811,,,,,,
2016,203021043,Lara,18587,31.57832144,3.284063125,591,17.18681042,,,,,,
2016,203021044,Leopold,13140,470.9677419,4.75127551,596,28.4457478,,,,,,
2016,203021045,Newcomb - Moolap,14873,343.4872979,0.100955714,15,-0.594840262,,,,,,
2016,203021046,Newtown (Vic.),10483,1807.413793,1.109182099,115,4.516450648,,,,,,
2016,203021047,North Geelong - Bell Park,15040,686.7579909,2.243371856,330,3.817215435,,,,,,
2016,203031048,Clifton Springs,13593,208.8018433,3.969710877,519,14.55418844,,,,,,
2016,203031049,Lorne - Anglesea,5261,11.74330357,0.959508732,50,2.135507668,,,,,,
2016,203031050,Ocean Grove - Barwon Heads,24177,153.9936306,6.28654328,1430,28.31440399,,,,,,
2016,203031051,Portarlington,7517,104.5479833,3.312259483,241,13.0886114,,,,,,
2016,203031052,Point Lonsdale - Queenscliff,4249,68.86547812,0.734945472,31,2.041306436,,,,,,
2016,203031053,Torquay,19131,151.4726841,4.170977403,766,23.44969994,,,,,,
2016,204011054,Alexandra,6474,3.055214724,1.093066833,70,4.100337675,,,,,,
2016,204011055,Euroa,6316,3.069148161,1.104530174,69,5.23158947,,,,,,
2016,204011056,Kilmore - Broadford,14098,30.54821235,3.342618384,456,17.11247716,,,,,,
2016,204011057,Mansfield (Vic.),8935,2.274752412,1.672735548,147,8.936844672,,,,,,
2016,204011058,Nagambie,4048,3.127559298,2.845528455,112,11.79232256,,,,,,
2016,204011059,Seymour,6403,80.74401009,-0.062431715,-4,-1.764344891,,,,,,
2016,204011060,Seymour Region,4487,2.656916153,0.40277467,18,5.526810913,,,,,,
2016,204011061,Upper Yarra Valley,184,0.214877963,-4.166666667,-8,-16.74208145,,,,,,
2016,204011062,Yea,3606,2.445906532,2.037351443,72,4.643064423,,,,,,
2016,204021063,Benalla,10420,33.0478909,-0.047961631,-5,-0.487059498,,,,,,
2016,204021064,Benalla Region,3623,1.720894884,1.798257938,64,6.090775988,,,,,,
2016,204021065,Rutherglen,3907,8.151470895,1.296344309,50,4.493179995,,,,,,
2016,204021066,Wangaratta,18940,328.8194444,1.696735395,316,5.339265851,,,,,,
2016,204021067,Wangaratta Region,9652,2.690452962,1.397205589,133,4.549393414,,,,,,
2016,204031068,Beechworth,4632,12.47508753,2.003963885,91,7.997202145,,,,,,
2016,204031069,Bright - Mount Beauty,8299,1.951007358,1.467172026,120,5.384126984,,,,,,
2016,204031070,Chiltern - Indigo Valley,3117,6.073655495,2.029459902,62,7.223942208,,,,,,
2016,204031071,Myrtleford,4742,8.568847127,1.130304969,53,3.99122807,,,,,,
2016,204031072,Towong,6014,0.901824943,0.669568129,40,2.105263158,,,,,,
2016,204031073,West Wodonga,15181,98.64197531,0.4632387,70,2.929012136,,,,,,
2016,204031074,Wodonga,24919,89.3794835,3.346881221,807,17.12257943,,,,,,
2016,204031075,Yackandandah,4578,6.464275628,0.925925926,42,3.270922626,,,,,,
2016,205011076,Drouin,16435,50.29069767,4.104643061,648,23.35810253,,,,,,
2016,205011077,Mount Baw Baw Region,6095,2.213707188,0.279697269,17,0.693870808,,,,,,
2016,205011078,Trafalgar (Vic.),7828,15.60917248,2.246603971,172,9.238068658,,,,,,
2016,205011079,Warragul,19088,54.19647927,3.368352648,622,12.52063193,,,,,,
2016,205021080,Alps - East,3,0.001448366,0,3,0,,,,,,
2016,205021081,Bairnsdale,14899,96.12258065,2.581933352,375,10.70738594,,,,,,
2016,205021082,Bruthen - Omeo,7902,1.071109063,1.555070042,121,7.073170732,,,,,,
2016,205021083,Lake King,0,0,0,0,0,,,,,,
2016,205021084,Lakes Entrance,10038,46.90654206,0.894562268,89,4.107031736,,,,,,
2016,205021085,Orbost,6497,0.570698242,-0.474877451,-31,-4.455882353,,,,,,
2016,205021086,Paynesville,6374,15.25245274,2.806451613,174,12.73434736,,,,,,
2016,205031087,Foster,8897,5.936082199,1.401869159,123,7.633680135,,,,,,
2016,205031088,French Island,114,0.669800235,0,0,0.884955752,,,,,,
2016,205031089,Korumburra,9253,15.40369569,0.938147704,86,4.921192879,,,,,,
2016,205031090,Leongatha,11202,13.98501873,1.128464386,125,4.907286009,,,,,,
2016,205031091,Phillip Island,10686,106.222664,3.406231856,352,10.65548307,,,,,,
2016,205031092,Wilsons Promontory,13,0.026998962,0,0,-7.142857143,,,,,,
2016,205031093,Wonthaggi - Inverloch,22577,30.97832053,2.441127093,538,10.69327319,,,,,,
2016,205041094,Churchill,11594,14.5561833,0.172801106,20,0.224757953,,,,,,
2016,205041095,Moe - Newborough,16840,159.9240266,0.148676777,25,-0.678265998,,,,,,
2016,205041096,Morwell,14024,164.0233918,-0.177948608,-25,-1.943784086,,,,,,
2016,205041097,Traralgon,27361,182.7722111,1.052592702,285,4.006538184,,,,,,
2016,205041098,Yallourn North - Glengarry,4643,13.54829297,1.264994547,58,3.707840071,,,,,,
2016,205051099,Alps - West,24,0.008119904,-4,-1,-17.24137931,,,,,,
2016,205051100,Longford - Loch Sport,4367,2.711075242,2.295619583,98,11.91696566,,,,,,
2016,205051101,Maffra,13973,5.517908621,0.720824623,100,2.780433983,,,,,,
2016,205051102,Rosedale,4791,4.946824987,0.67241017,32,2.722984563,,,,,,
2016,205051103,Sale,14891,326.5570175,0.744198633,110,3.116127692,,,,,,
2016,205051104,Yarram,5371,2.780164605,0.373761914,20,0.788140364,,,,,,
2016,215011386,Ararat,8386,52.02233251,0.744834214,62,2.668952008,,,,,,
2016,215011387,Ararat Region,3198,0.79488964,1.10654442,35,8.113590264,,,,,,
2016,215011388,Horsham,16462,198.0986763,0.605023529,99,2.254798435,,,,,,
2016,215011389,Horsham Region,3443,0.809831824,-0.231816865,-8,-0.145011601,,,,,,
2016,215011390,Nhill Region,6960,0.63027493,-0.897052542,-63,-4.264099037,,,,,,
2016,215011391,St Arnaud,3353,1.114471847,-1.757984178,-60,-7.144835226,,,,,,
2016,215011392,Stawell,8225,2.998104542,-0.169923534,-14,-2.697267242,,,,,,
2016,215011393,West Wimmera,2782,0.489280501,0.071942446,2,-4.135079256,,,,,,
2016,215011394,Yarriambiack,6693,0.937447476,-1.210332103,-82,-5.997191011,,,,,,
2016,215021395,Irymple,6945,78.65232163,0.8421664,58,5.17946388,,,,,,
2016,215021396,Merbein,4820,47.34774067,1.111810363,53,3.211991435,,,,,,
2016,215021398,Mildura Region,3747,0.173717518,-0.610079576,-23,-2.243673363,,,,,,
2016,215021399,Red Cliffs,5947,24.10620186,1.571306576,92,8.979292652,,,,,,
2016,215021469,Mildura - North,18398,732.9880478,0.744715803,136,4.867761058,,,,,,
2016,215021470,Mildura - South,14801,290.2156863,1.27266507,186,7.918337587,,,,,,
2016,215031400,Buloke,6285,0.778935888,-0.348818773,-22,-2.829313544,,,,,,
2016,215031401,Gannawarra,6661,1.866767558,0.497887749,33,1.990506814,,,,,,
2016,215031402,Kerang,3898,26.5893588,-0.051282051,-2,-0.459652707,,,,,,
2016,215031403,Robinvale,3382,18.61309851,-0.879249707,-30,-6.289830978,,,,,,
2016,215031404,Swan Hill,11079,87.51184834,0.517147523,57,4.420358153,,,,,,
2016,215031405,Swan Hill Region,6442,1.118558133,-0.371172286,-24,-3.113250113,,,,,,
2016,216011406,Echuca,14888,81.00108814,0.757985923,112,3.626365978,,,,,,
2016,216011407,Kyabram,11034,14.93300853,0.29997273,33,1.499402079,,,,,,
2016,216011408,Lockington - Gunbower,3855,2.341472303,0.469116497,18,1.07498689,,,,,,
2016,216011409,Rochester,3895,11.07792947,0.205814253,8,0.490196078,,,,,,
2016,216011410,Rushworth,4076,2.494644715,-0.195886386,-8,-1.283603778,,,,,,
2016,216021411,Cobram,6420,48.82129278,0.328176278,21,1.823949247,,,,,,
2016,216021412,Moira,2623,1.75006672,0.382701875,10,1.587916344,,,,,,
2016,216021413,Numurkah,12422,5.352003447,0.01610306,2,0.290650735,,,,,,
2016,216021414,Yarrawonga,8021,84.43157895,2.100305499,165,12.44917987,,,,,,
2016,216031415,Mooroopna,8033,200.825,0.287141074,23,1.184028215,,,,,,
2016,216031416,Shepparton - North,19007,289.2998478,1.047315258,197,7.871736663,,,,,,
2016,216031417,Shepparton - South,23668,165.1639916,1.400968253,327,7.52316918,,,,,,
2016,216031418,Shepparton Region - East,3897,3.691739295,0.051347882,2,-1.912912157,,,,,,
2016,216031419,Shepparton Region - West,10279,9.992223194,0.371057514,38,2.84142071,,,,,,
2016,217011420,Glenelg (Vic.),8778,1.434032543,0.148317171,13,-1.613987895,,,,,,
2016,217011421,Hamilton (Vic.),10081,50.83711548,0.009920635,1,-1.408312958,,,,,,
2016,217011422,Portland,10943,170.984375,0.219800348,24,0.449788875,,,,,,
2016,217011423,Southern Grampians,6143,0.936061927,-0.663001294,-41,-4.567345037,,,,,,
2016,217031471,Camperdown,3526,35.94291539,0.284414107,10,1.409260857,,,,,,
2016,217031472,Colac,12450,227.6051188,0.915943909,113,3.914531341,,,,,,
2016,217031473,Colac Region,5381,2.78188492,0,0,-0.70123639,,,,,,
2016,217031474,Corangamite - North,5432,2.140014971,-0.0368053,-2,-0.640204866,,,,,,
2016,217031475,Corangamite - South,7274,4.029470419,-0.437996168,-32,-3.451022033,,,,,,
2016,217031476,Otway,3556,2.361378578,0.508762012,18,3.976608187,,,,,,
2016,217041477,Moyne - East,6709,2.048049331,-0.104228708,-7,-1.032600679,,,,,,
2016,217041478,Moyne - West,9603,4.712434979,1.436569135,136,6.416223404,,,,,,
2016,217041479,Warrnambool - North,21442,343.6217949,1.060470378,225,7.86256854,,,,,,
2016,217041480,Warrnambool - South,13173,109.5923461,0.174904943,23,0.24351267,,,,,,
2016,306011138,Brinsmead,5547,1087.647059,0.343704776,19,1.835872958,,,,,,
2016,306011139,Clifton Beach - Kewarra Beach,11209,298.9066667,1.503214706,166,8.772440563,,,,,,
2016,306011140,Freshwater - Stratford,3715,246.0264901,-0.721539284,-27,-2.825006539,,,,,,
2016,306011141,Redlynch,13171,221.7340067,1.966400867,254,10.54133445,,,,,,
2016,306011142,Trinity Beach - Smithfield,14342,646.036036,4.663212435,639,27.15666282,,,,,,
2016,306011143,Yorkeys Knob - Machans Beach,6313,300.6190476,0.365659777,23,2.201716043,,,,,,
2016,306021144,Bentley Park,8270,1198.550725,-0.169000483,-14,7.808629905,,,,,,
2016,306021145,Cairns City,11906,1920.322581,2.452456759,285,14.1514861,,,,,,
2016,306021146,Earlville - Bayview Heights,8471,1072.278481,-0.011803588,-1,1.607292791,,,,,,
2016,306021147,Edmonton,11020,551,0.93423704,102,7.344632768,,,,,,
2016,306021148,Gordonvale - Trinity,8899,27.20574748,0.553672316,49,7.307367659,,,,,,
2016,306021149,Kanimbla - Mooroobool,10147,1317.792208,1.419290355,142,6.340389855,,,,,,
2016,306021150,Lamb Range,0,0,0,0,0,,,,,,
2016,306021151,Manoora,6220,2827.272727,0.144904202,9,4.257458934,,,,,,
2016,306021152,Manunda,5549,1321.190476,0.452570601,25,6.917148362,,,,,,
2016,306021153,Mount Sheridan,8475,1264.925373,-0.329295543,-28,2.627754904,,,,,,
2016,306021154,Westcourt - Bungalow,6547,674.9484536,-0.365241211,-24,-0.440997567,,,,,,
2016,306021155,White Rock,4880,513.6842105,0.287710645,14,4.69856254,,,,,,
2016,306021156,Whitfield - Edge Hill,8462,1226.376812,0.118315192,10,1.147501793,,,,,,
2016,306021157,Woree,4938,866.3157895,-0.30284676,-15,-1.299220468,,,,,,
2016,306031158,Babinda,4300,6.425582785,0.373482726,16,1.582801795,,,,,,
2016,306031159,Innisfail,9575,180.6603774,0.115014638,11,-0.010442774,,,,,,
2016,306031160,Johnstone,8029,6.201436626,0.249719066,20,3.908373237,,,,,,
2016,306031161,Tully,10872,3.547029461,1.332836238,143,2.721088435,,,,,,
2016,306031162,Wooroonooran,3,0.003977197,0,0,0,,,,,,
2016,306031163,Yarrabah,2702,17.01511335,0.25974026,7,4.123314066,,,,,,
2016,306041164,Daintree,6482,2.905163141,1.091703057,70,4.971659919,,,,,,
2016,306041165,Port Douglas,5475,28.83096367,2.202725406,118,10.31634092,,,,,,
2016,306051166,Atherton,10943,46.52636054,0.801400147,87,4.497708174,,,,,,
2016,306051167,Herberton,5709,0.596788694,-0.401256106,-23,1.097928103,,,,,,
2016,306051168,Kuranda,4600,7.779468967,0.065259952,3,0.987925357,,,,,,
2016,306051169,Malanda - Yungaburra,8565,6.824701195,0.492784231,42,3.780443475,,,,,,
2016,306051170,Mareeba,11348,23.63182007,1.457308896,163,8.148289336,,,,,,
2016,307011171,Balonne,4461,0.143423451,-3.232104121,-149,-8.247634718,,,,,,
2016,307011172,Chinchilla,8288,1.029731509,3.123055867,251,14.82405098,,,,,,
2016,307011173,Goondiwindi,6496,7.823678189,-0.413919975,-27,-1.321585903,,,,,,
2016,307011174,Inglewood - Waggamba,4287,0.244753249,0.14015417,6,0.280701754,,,,,,
2016,307011175,Miles - Wandoan,4136,0.349277125,1.248470012,51,6.323907455,,,,,,
2016,307011176,Roma,7025,90.06410256,-2.76816609,-200,-1.899176093,,,,,,
2016,307011177,Roma Region,5901,0.100654313,-2.7361134,-166,-5.975143403,,,,,,
2016,307011178,Tara,4272,0.323430544,-1.248266297,-54,0.826056172,,,,,,
2016,307021179,Crows Nest - Rosalie,8661,2.664349217,1.428738728,122,5.211370262,,,,,,
2016,307021180,Jondaryan,7620,3.576960991,-1.013250195,-78,0.847008999,,,,,,
2016,307021181,Millmerran,3345,0.740535754,-0.059755004,-2,4.694835681,,,,,,
2016,307021182,Pittsworth,5856,5.551237084,1.932114883,111,8.004426411,,,,,,
2016,307021183,Wambo,17354,3.044401172,-0.373155749,-65,2.058339214,,,,,,
2016,307031184,Clifton - Greenmount,4972,3.933855527,2.367716698,115,7.782354216,,,,,,
2016,307031185,Southern Downs - East,4280,2.618697993,0.445904717,19,2.90935321,,,,,,
2016,307031186,Southern Downs - West,4683,1.744393951,0.45045045,21,3.812901796,,,,,,
2016,307031187,Stanthorpe,5512,164.047619,-0.523371233,-29,-0.199167119,,,,,,
2016,307031188,Stanthorpe Region,5857,2.202956332,1.455049368,84,4.720185947,,,,,,
2016,307031189,Warwick,15395,97.00693132,-0.142699617,-22,2.976588629,,,,,,
2016,308011190,Central Highlands - East,7569,0.406166824,-1.483795392,-114,-3.110599078,,,,,,
2016,308011191,Central Highlands - West,8253,0.198621944,-2.883031301,-245,-9.037804475,,,,,,
2016,308011192,Emerald,13867,355.5641026,-0.602107376,-84,1.723884977,,,,,,
2016,308031205,Berserker,7018,701.8,-2.201783724,-158,-5.786011545,,,,,,
2016,308031206,Bouldercombe,1883,1.396055753,-2.737603306,-53,-1.671018277,,,,,,
2016,308031207,Emu Park,5545,135.9068627,2.628169535,142,18.96588715,,,,,,
2016,308031208,Frenchville - Mount Archer,9253,305.379538,-0.814663951,-76,-2.763766288,,,,,,
2016,308031209,Glenlee - Rockyview,5067,24.36057692,0.296912114,15,10.65734877,,,,,,
2016,308031210,Gracemere,11957,77.69330734,1.822362258,214,31.88837415,,,,,,
2016,308031211,Lakes Creek,4968,295.7142857,-3.440233236,-177,-4.88225158,,,,,,
2016,308031212,Mount Morgan,2961,6.034236805,-3.707317073,-114,-4.545454545,,,,,,
2016,308031213,Norman Gardens,10339,287.1944444,1.751796083,178,13.59041969,,,,,,
2016,308031214,Park Avenue,5173,1034.6,-3.578751165,-192,-5.911240451,,,,,,
2016,308031215,Parkhurst - Kawana,7040,247.8873239,-0.212615167,-15,4.342670817,,,,,,
2016,308031216,Rockhampton - West,6079,176.2028986,-0.799608355,-49,-3.400603846,,,,,,
2016,308031217,Rockhampton City,3346,65.3515625,-2.930084131,-101,-10.84465761,,,,,,
2016,308031218,Rockhampton Region - East,3476,5.105008078,0.317460317,11,9.170854271,,,,,,
2016,308031219,Rockhampton Region - North,4307,0.56876106,0.419678247,18,3.933397683,,,,,,
2016,308031220,Rockhampton Region - West,2947,0.676041476,-0.371872887,-11,6.351497654,,,,,,
2016,308031221,Shoalwater Bay,16,0.005036198,6.666666667,1,45.45454545,,,,,,
2016,308031222,The Range - Allenstown,8358,1519.636364,-1.763046544,-150,-1.716839135,,,,,,
2016,308031223,Yeppoon,18539,235.8651399,1.002451648,184,10.25275052,,,,,,
2016,308041528,Banana,8687,0.304472632,-0.651875572,-57,-1.047955348,,,,,,
2016,308041529,Biloela,5883,311.2698413,-1.341606574,-80,-2.486325211,,,,,,
2016,308051530,Agnes Water - Miriam Vale,6112,1.620016964,0.625617386,38,7.738410012,,,,,,
2016,308051531,Boyne Island - Tannum Sands,10073,81.89430894,0.009928515,1,1.226007436,,,,,,
2016,308051532,Callemondah,20,0.611620795,-25.92592593,-7,-62.26415094,,,,,,
2016,308051533,Clinton - New Auckland,13880,608.7719298,-0.580187666,-81,22.15084045,,,,,,
2016,308051534,Gladstone,6164,604.3137255,-3.127455603,-199,-5.110837438,,,,,,
2016,308051535,Gladstone Hinterland,11951,1.848454852,-0.333583521,-40,12.51176803,,,,,,
2016,308051536,Kin Kora - Sun Valley,3687,1365.555556,-4.258634121,-164,-13.28786453,,,,,,
2016,308051537,South Trees,0,0,0,0,0,,,,,,
2016,308051538,Telina - Toolooa,6330,269.3617021,-0.157728707,-10,11.03315208,,,,,,
2016,308051539,West Gladstone,4800,676.056338,-4.344360303,-218,-10.28037383,,,,,,
2016,309011224,Broadbeach Waters,8146,1536.981132,0.72956597,59,2.736789002,,,,,,
2016,309011225,Burleigh Heads,9129,1061.511628,1.219647411,110,8.459070928,,,,,,
2016,309011226,Burleigh Waters,14632,2183.880597,0.329127811,48,0.833850183,,,,,,
2016,309011227,Mermaid Beach - Broadbeach,12636,4212,2.857142857,351,14.38399565,,,,,,
2016,309011228,Mermaid Waters,12608,1775.774648,0.230542968,29,2.047753946,,,,,,
2016,309011229,Miami,7150,2383.333333,0.633356791,45,7.713166616,,,,,,
2016,309021230,Coolangatta,6223,3275.263158,3.269166943,197,13.31026948,,,,,,
2016,309021231,Currumbin - Tugun,11758,1488.35443,2.341370006,269,8.25890802,,,,,,
2016,309021232,Currumbin Waters,9436,953.1313131,0.223048327,21,1.812688822,,,,,,
2016,309021233,Elanora,12507,1405.280899,1.312272175,162,3.414916488,,,,,,
2016,309021234,Palm Beach,15187,2410.634921,0.556180891,84,4.543264267,,,,,,
2016,309031235,Arundel,10636,1096.494845,0.64345193,68,6.36,,,,,,
