Year,SA2_code_2016,SA2_name_2016,Population,Population density,Population growth (1 year),Population increase (1 year),Population growth (5 years),Natural increase,Net regional migration,Net overseas migration,Natural increase (ratio to population at start of year),Net regional migration (ratio to population at start of year),Net overseas migration (ratio to population at start of year)
2014,507051186,Cooloongup,9171,1.830173618,-0.369364476,-34,1.764314248,,,,,,
2014,507051187,Port Kennedy,14776,53.80917698,-0.705597742,-105,1.672056699,,,,,,
2014,507051188,Rockingham,16036,2.629628415,-0.130784082,-21,6.963713981,,,,,,
2014,507051189,Rockingham Lakes,12,0.003658202,-14.28571429,-2,-25,,,,,,
2014,507051190,Safety Bay - Shoalwater,12019,1.78257323,-0.166126755,-20,5.217543552,,,,,,
2014,507051191,Singleton - Golden Bay - Secret Harbour,19015,3.469890511,3.720067638,682,32.92555051,,,,,,
2014,507051192,Waikiki,12820,61.72363987,0.297293068,38,6.337093563,,,,,,
2014,507051193,Warnbro,11660,1.257197076,-1.428692197,-169,-0.494965011,,,,,,
2014,501011001,Augusta,5231,1.530248069,3.543151227,179,15.96098426,,,,,,
2014,501011002,Busselton,25794,3684.857143,3.324787694,830,21.33784928,,,,,,
2014,501011003,Busselton Region,10051,2093.958333,4.026081557,389,21.69754208,,,,,,
2014,501011004,Margaret River,8765,674.2307692,3.912270302,330,20.81323225,,,,,,
2014,501021005,Australind - Leschenault,17105,5.600117863,2.461962382,411,20.33910229,,,,,,
2014,501021007,Capel,5183,378.3211679,1.151444184,59,13.14123554,,,,,,
2014,501021008,College Grove - Carey Park,7011,1.757407129,0.157142857,11,7.629720602,,,,,,
2014,501021009,Collie,9369,90.43436293,-1.003803888,-95,2.707739531,,,,,,
2014,501021010,Dardanup,3255,0.520725016,-0.397796818,-13,9.817813765,,,,,,
2014,501021011,Davenport,11,0.002792233,10,1,22.22222222,,,,,,
2014,501021012,Eaton - Pelican Point,11653,182.9356358,2.093919748,239,16.25099761,,,,,,
2014,501021014,Harvey,9081,296.7647059,1.316523485,118,7.978596908,,,,,,
2014,501021015,East Bunbury - Glen Iris,7160,38.93420337,-0.306321359,-22,2.873563218,,,,,,
2014,501021016,Waroona,4057,0.861322237,3.205291274,126,10.84699454,,,,,,
2014,501021251,Dalyellup,8683,358.8016529,4.564065511,379,50.64191534,,,,,,
2014,501021252,Gelorup - Stratham,3140,1.1286844,0.48,15,4.388297872,,,,,,
2014,501021253,South Bunbury - Bunbury,12438,131.2025316,0.557846228,69,3.918456011,,,,,,
2014,501021254,Withers - Usher,5449,3.732191781,-1.500361533,-83,-4.353168334,,,,,,
2014,501031017,Bridgetown - Boyup Brook,6374,65.50873587,0.950269243,60,8.456695593,,,,,,
2014,501031018,Donnybrook - Balingup,5903,35.68923821,1.723246597,100,12.54528122,,,,,,
2014,501031019,Manjimup,5628,22.27146814,0.071123755,4,-2.291666667,,,,,,
2014,501031020,Pemberton,5170,79.78395062,-0.596039223,-31,0.213219616,,,,,,
2014,509011225,Albany,14635,1.766743928,0.03417635,5,2.529073841,,,,,,
2014,509011226,Albany Region,3364,0.45938712,3.253529773,106,11.76079734,,,,,,
2014,509011227,Bayonet Head - Lower King,4814,69.36599424,1.754385965,83,12.24061553,,,,,,
2014,509011228,Denmark,5872,0.296399493,1.171605789,68,13.95303707,,,,,,
2014,509011229,Gnowangerup,2949,16.34700665,-0.067773636,-2,-2.253894597,,,,,,
2014,509011230,Katanning,4818,0.402654276,-0.310366232,-15,2.011433411,,,,,,
2014,509011231,Kojonup,4351,48.23725055,-0.366384245,-16,-0.662100457,,,,,,
2014,509011232,Little Grove - Elleker,3619,0.6276557,0.66759388,24,8.450704225,,,,,,
2014,509011233,McKail - Willyung,10487,2.065264485,3.790577989,383,13.32396801,,,,,,
2014,509011234,Plantagenet,5151,50.40117417,-0.406032483,-21,3.558504222,,,,,,
2014,509011235,Stirling Range National Park,0,0,0,0,0,,,,,,
2014,509021236,Chittering,5361,85.776,4.870892019,249,27.3699216,,,,,,
2014,509021237,Cunderdin,4142,0.461221536,0.436469447,18,3.343313373,,,,,,
2014,509021238,Dowerin,4158,187.2972973,-1.141226819,-48,0.241080039,,,,,,
2014,509021239,Gingin - Dandaragan,8686,1277.352941,1.294460641,111,8.970016309,,,,,,
2014,509021240,Merredin,5164,231.5695067,-0.558444059,-29,-0.347356233,,,,,,
2014,509021241,Moora,4843,221.1415525,0.186181216,9,0.748907843,,,,,,
2014,509021242,Mukinbudin,3428,544.1269841,-2.862000567,-101,-4.592262733,,,,,,
2014,509021243,Northam,11570,3127.027027,0.854253835,98,9.637070027,,,,,,
2014,509021244,Toodyay,4620,142.5925926,-1.324220419,-62,3.820224719,,,,,,
2014,509021245,York - Beverley,5316,531.6,0.094144229,5,6.256246252,,,,,,
2014,509031246,Brookton,3819,305.52,0.47355959,18,1.05848108,,,,,,
2014,509031247,Kulin,4448,202.1818182,-3.451269807,-159,-5.542578042,,,,,,
2014,509031248,Murray,2927,286.9607843,-3.079470199,-93,11.20820669,,,,,,
2014,509031249,Narrogin,4919,315.3205128,0,0,0.101750102,,,,,,
2014,509031250,Wagin,5105,15.44629349,0.255302435,13,3.319166161,,,,,,
2014,510011262,Broome,14639,334.9885584,-0.482664854,-71,14.00202476,,,,,,
2014,510011263,Derby - West Kimberley,8837,669.469697,-6.615238297,-626,-0.011314777,,,,,,
2014,510011264,Halls Creek,3742,51.6137931,-1.99057098,-76,-3.232479959,,,,,,
2014,510011265,Kununurra,8022,1002.75,-2.704669497,-223,1.211203634,,,,,,
2014,510011266,Roebuck,2478,41.78752108,-0.601684717,-15,6.306306306,,,,,,
2014,510021267,East Pilbara,7144,1066.268657,-1.651982379,-120,22.34971742,,,,,,
2014,510021268,Newman,5960,567.6190476,-7.005773132,-449,-4.655255159,,,,,,
2014,510021269,Port Hedland,4669,269.8843931,-0.298953662,-14,9.421138974,,,,,,
2014,510021270,South Hedland,10024,1336.533333,-1.387112641,-141,8.708383039,,,,,,
2014,510031271,Ashburton (WA),12515,1738.194444,4.074844075,490,38.99378054,,,,,,
2014,510031272,Karratha,17698,4424.5,-1.2774028,-229,12.37538891,,,,,,
2014,510031273,Roebourne,6287,203.4627832,-3.351268255,-218,0.640307348,,,,,,
2014,511011274,Esperance,12385,975.1968504,1.524715141,186,6.702851727,,,,,,
2014,511011275,Esperance Region,4277,140.2295082,-1.519686852,-66,-0.372699744,,,,,,
2014,511021276,Carnarvon,5535,257.4418605,-1.160714286,-65,-0.467541809,,,,,,
2014,511021277,Exmouth,4356,854.1176471,1.420256112,61,12.47095275,,,,,,
2014,511031278,Boulder,7967,2213.055556,-2.592003912,-212,-0.250406911,,,,,,
2014,511031279,Kalgoorlie,14792,409.7506925,-2.363036304,-358,5.273646004,,,,,,
2014,511031280,Kalgoorlie - North,9469,23.29397294,-1.743281104,-168,3.035908596,,,,,,
2014,511031281,Kalgoorlie Airport,4,0.021447721,0,4,0,,,,,,
2014,511031282,Kambalda - Coolgardie - Norseman,5291,97.26102941,-4.940711462,-275,-3.006416132,,,,,,
2014,511031283,Leinster - Leonora,5693,143.040201,-5.463301229,-329,12.66574312,,,,,,
2014,511031284,Trafalgar (WA),0,0,0,0,0,,,,,,
2014,511041285,Geraldton,12686,335.6084656,-0.890625,-114,-0.828642902,,,,,,
2014,511041286,Geraldton - East,8192,30.55576278,0.293829579,24,3.880294192,,,,,,
2014,511041287,Geraldton - North,7623,54.84172662,2.83286119,210,22.33991334,,,,,,
2014,511041288,Geraldton - South,10291,2.6052505,2.336913286,235,14.35715079,,,,,,
2014,511041289,Irwin,3702,146.9047619,-1.253667645,-47,5.500142491,,,,,,
2014,511041290,Meekatharra,3882,1.960804122,-6.99568759,-292,0.103145952,,,,,,
2014,511041291,Morawa,4358,68.84676145,-2.983081033,-134,-4.805591962,,,,,,
2014,511041292,Northampton - Mullewa - Greenough,6090,4.938371716,-1.488191524,-92,0.594648167,,,,,,
2014,601011001,Bridgewater - Gagebrook,7465,2.183770185,-0.691765332,-52,-1.840894149,,,,,,
2014,601011002,Brighton - Pontville,5194,742,2.324665091,118,14.35490973,,,,,,
2014,601011003,Old Beach - Otago,4106,855.4166667,2.52184769,101,13.20650675,,,,,,
2014,601021004,Bellerive - Rosny,5990,460.7692308,0.183977254,11,1.508218946,,,,,,
2014,601021005,Cambridge,7622,2.495416448,1.168038227,88,5.421853389,,,,,,
2014,601021006,Geilston Bay - Risdon,3252,237.3722628,0.215716487,7,1.688555347,,,,,,
2014,601021007,Howrah - Tranmere,10293,2.580087231,1.789952532,181,10.77270771,,,,,,
2014,601021008,Lindisfarne - Rose Bay,7105,68.58108108,1.893015919,132,4.056824839,,,,,,
2014,601021009,Mornington - Warrane,4698,0.751571774,0.2346917,11,2.53164557,,,,,,
2014,601021010,Risdon Vale,3039,0.771417693,0.69582505,21,0.065854462,,,,,,
2014,601021011,Rokeby,5787,90.8477237,1.171328671,67,7.585052984,,,,,,
2014,601021012,South Arm,4254,139.0196078,0.829580469,35,3.756097561,,,,,,
2014,601031013,Austins Ferry - Granton,3906,21.23980424,1.270417423,49,5.939788446,,,,,,
2014,601031014,Berriedale - Chigwell,5517,1.171287843,0.565074736,31,3.742008274,,,,,,
2014,601031015,Claremont (Tas.),7797,322.1900826,0.12841916,10,0.399175895,,,,,,
2014,601031016,Derwent Park - Lutana,4205,1.511502516,-0.071292776,-3,-0.142483971,,,,,,
2014,601031017,Glenorchy,10910,115.0843882,1.09340252,118,3.363334912,,,,,,
2014,601031018,Montrose - Rosetta,4739,3.245890411,1.131028596,53,1.586280815,,,,,,
2014,601031019,Moonah,5296,54.42959918,0.36005306,19,2.19992281,,,,,,
2014,601031020,New Norfolk,6546,39.57678356,0.583896742,38,2.073912366,,,,,,
2014,601031021,West Moonah,3949,15.62722596,0.920010222,36,2.865329513,,,,,,
2014,601041022,Kingston - Huntingfield,11235,173.3796296,1.052347545,117,6.462617265,,,,,,
2014,601041023,Kingston Beach - Blackmans Bay,10155,1.123949929,0.994530085,100,3.908728129,,,,,,
2014,601041024,Margate - Snug,7687,77.10130391,1.720259362,130,15.61137013,,,,,,
2014,601041025,Mount Wellington,0,0,0,0,0,,,,,,
2014,601041026,Taroona - Bonnet Hill,3643,7.202451562,0.302863436,11,3.084323713,,,,,,
2014,601051027,Hobart,7944,1.357995145,0.889001778,70,4.334121355,,,,,,
2014,601051028,Lenah Valley - Mount Stuart,8457,1321.40625,0.296489564,25,0.106534091,,,,,,
2014,601051029,Mount Nelson - Dynnyrne,4637,144.4548287,1.156195462,53,5.004528986,,,,,,
2014,601051030,New Town,6012,7.828125,0.367278798,22,-1.345585822,,,,,,
2014,601051031,Sandy Bay,12128,358.816568,1.286119927,154,5.60780216,,,,,,
2014,601051032,South Hobart - Fern Tree,6153,364.0828402,0.670811518,41,2.652652653,,,,,,
2014,601051033,West Hobart,6020,725.3012048,0.36678893,22,0.350058343,,,,,,
2014,601061034,Dodges Ferry - Lewisham,7373,609.338843,1.096942273,80,5.238367114,,,,,,
2014,601061035,Sorell - Richmond,8251,1071.558442,1.90193899,154,9.082496034,,,,,,
2014,602011036,Invermay,3162,189.3413174,-1.001878522,-32,-3.065603924,,,,,,
2014,602011037,Kings Meadows - Punchbowl,4164,612.3529412,1.289224033,53,3.453416149,,,,,,
2014,602011038,Launceston,5357,1116.041667,-0.814663951,-44,-1.670337739,,,,,,
2014,602011039,Legana,4014,397.4257426,1.568825911,62,10.5785124,,,,,,
2014,602011040,Mowbray,3840,152.3809524,-0.56965303,-22,1.372756072,,,,,,
2014,602011041,Newnham - Mayfield,9040,659.8540146,0.455606178,41,3.574702108,,,,,,
2014,602011042,Newstead,5267,302.7011494,0.476917207,25,1.659911214,,,,,,
2014,602011043,Norwood (Tas.),3957,471.0714286,0.17721519,7,0.405988328,,,,,,
2014,602011044,Prospect Vale - Blackstone,6568,602.5688073,0.091435538,6,0.782568667,,,,,,
2014,602011045,Ravenswood,3862,183.9047619,-2.178318136,-86,-7.006982904,,,,,,
2014,602011046,Riverside,6457,686.9148936,0.654715511,42,3.328532565,,,,,,
2014,602011047,South Launceston,4708,192.1632653,0.148904488,7,1.596892533,,,,,,
2014,602011048,Summerhill - Prospect,4698,419.4642857,0.341734302,16,2.53164557,,,,,,
2014,602011049,Trevallyn,4720,13.61014994,-1.255230126,-60,-2.236951118,,,,,,
2014,602011050,Waverley - St Leonards,3531,99.46478873,-1.396258028,-50,-0.169635284,,,,,,
2014,602011051,West Launceston,4205,36.85363716,-0.071292776,-3,-1.545305549,,,,,,
2014,602011052,Youngtown - Relbia,4775,519.0217391,-0.541553843,-26,-1.240951396,,,,,,
2014,602021053,Beauty Point - Beaconsfield,3829,275.4676259,-0.312418641,-12,-1.492153332,,,,,,
2014,602021054,Deloraine,5799,552.2857143,0.138145398,8,0.172741406,,,,,,
2014,602021055,Grindelwald - Lanena,5777,207.8057554,0.069288065,4,0.382276281,,,,,,
2014,602021056,Hadspen - Carrick,3198,74.54545455,-0.990712074,-32,-2.231733415,,,,,,
2014,602021057,Westbury,4077,271.8,-0.122488976,-5,0.196608503,,,,,,
2014,602031058,Dilston - Lilydale,4053,33.91631799,0.024679171,1,1.097530556,,,,,,
2014,602031059,George Town,6940,73.82978723,0.216606498,15,0.608872137,,,,,,
2014,602031060,Longford,3957,1.04178185,0.58464667,23,0.431472081,,,,,,
2014,602031061,Northern Midlands,3703,1.245794644,-0.269323997,-10,-1.985177343,,,,,,
2014,602031062,Perth - Evandale,5046,0.318180958,0.879648141,44,5.10310352,,,,,,
2014,602031064,St Helens - Scamander,6293,25.98265896,-0.647300284,-41,-1.45631068,,,,,,
2014,602031099,Flinders and Cape Barren Islands,871,0.286777295,3.076923077,26,2.591283863,,,,,,
2014,602031100,Scottsdale - Bridport,6924,1.505872118,-1.269071724,-89,-4.192611042,,,,,,
2014,603011065,Central Highlands,2145,0.651164203,-1.740723775,-38,-4.962339389,,,,,,
2014,603011066,Derwent Valley,3179,13.53918228,-0.500782473,-16,-0.094280327,,,,,,
2014,603011067,Southern Midlands,6155,1.135986121,-0.741815836,-46,-0.259277265,,,,,,
2014,603011068,Wilderness - East,13,0.00156297,30,3,0,,,,,,
2014,603021069,Bruny Island - Kettering,2980,24.83333333,0.539811066,16,3.472222222,,,,,,
2014,603021070,Cygnet,4194,1.668191401,0.744655297,31,5.297514436,,,,,,
2014,603021071,Geeveston - Dover,3681,55.85735964,0.546298825,20,3.398876404,,,,,,
2014,603021072,Huonville - Franklin,8368,2.933978472,0.977434536,81,6.6123073,,,,,,
2014,603031073,Forestier - Tasman,2389,0.296995239,1.400679117,33,-0.458333333,,,,,,
2014,603031074,Triabunna - Bicheno,4404,1.798505329,0.159199454,7,-0.654184525,,,,,,
2014,604011075,Acton - Upper Burnie,3250,1.978450113,-1.515151515,-50,-5.687753918,,,,,,
2014,604011076,Burnie - Ulverstone Region,5175,114.4911504,-1.127244937,-59,-3.720930233,,,,,,
2014,604011077,Burnie - Wivenhoe,3819,38.38190955,-1.394268009,-54,-3.730778926,,,,,,
2014,604011078,Parklands - Camdale,6486,1.447735542,-0.399262899,-26,1.233026377,,,,,,
2014,604011079,Penguin - Sulphur Creek,5141,48.36312324,-0.077745384,-4,-0.174757282,,,,,,
2014,604011080,Romaine - Havenview,3534,0.418427876,-1.202124685,-43,-2.078137988,,,,,,
2014,604011081,Somerset,4025,5.661040788,-0.666337611,-27,-3.035413153,,,,,,
2014,604011082,Ulverstone,7030,7.022977023,0.042692472,3,-0.283687943,,,,,,
2014,604011083,West Ulverstone,4335,168.6770428,-1.989599819,-88,-1.678385121,,,,,,
2014,604011084,Wynyard,6226,184.7477745,0.016064257,1,0.614091791,,,,,,
2014,604021085,Devonport,14264,39.19758175,-0.89626902,-129,-2.721134829,,,,,,
2014,604021086,East Devonport,4903,2.466670021,-1.109318273,-55,-4.962201977,,,,,,
2014,604021087,Latrobe,4486,77.74696707,0.945094509,42,7.655387569,,,,,,
2014,604021088,Miandetta - Don,3380,28.59560068,1.899306602,63,7.987220447,,,,,,
2014,604021089,Port Sorell,5506,50.79335793,1.774491682,96,11.12008073,,,,,,
2014,604021090,Quoiba - Spreyton,2928,10.83641747,0.102564103,3,1.104972376,,,,,,
2014,604021091,Sheffield - Railton,6324,0.111252434,-0.268096515,-17,-0.487804878,,,,,,
2014,604021092,Turners Beach - Forth,3174,0.069679527,0.063051702,2,2.420135528,,,,,,
2014,604031093,King Island,1611,0.132675583,-0.49413218,-8,-3.648325359,,,,,,
2014,604031094,North West,4172,0.196644042,-0.453352422,-19,-1.020166074,,,,,,
2014,604031095,Smithton,4030,0.149194608,-0.641025641,-26,-3.101707141,,,,,,
2014,604031096,Waratah,3765,22.1340388,-1.129201681,-43,-4.828109201,,,,,,
2014,604031097,West Coast (Tas.),4392,0.029940671,-3.958014433,-181,-14.00039162,,,,,,
2014,604031098,Wilderness - West,0,0,0,0,0,,,,,,
2014,701011001,Darwin Airport,18,0.005265621,-96.13733906,-448,5.882352941,,,,,,
2014,701011002,Darwin City,6288,898.2857143,7.267144319,426,44.48529412,,,,,,
2014,701011003,East Point,26,5.416666667,-18.75,-6,0,,,,,,
2014,701011004,Fannie Bay - The Gardens,3679,283,-0.216978573,-8,4.161947905,,,,,,
2014,701011005,Larrakeyah,3919,1.283067051,3.567653277,135,12.38887296,,,,,,
2014,701011006,Ludmilla - The Narrows,2938,214.4525547,-2.715231788,-82,-16.55779608,,,,,,
2014,701011007,Parap,2644,0.662756304,5.971943888,149,29.67140755,,,,,,
2014,701011008,Stuart Park,4447,42.92471042,1.715462031,75,11.25844383,,,,,,
2014,701011009,Woolner - Bayview - Winnellie,3023,0.48361036,0.265339967,8,10.28821598,,,,,,
2014,701021010,Alawa,2345,0.595253205,-0.845665962,-20,1.912212082,,,,,,
2014,701021011,Anula,2566,40.28257457,-0.07788162,-2,-1.307692308,,,,,,
2014,701021012,Berrimah,2051,67.02614379,-22.77861446,-605,-21.17601845,,,,,,
2014,701021013,Brinkin - Nakara,3524,19.16258836,3.161592506,108,8.597842835,,,,,,
2014,701021014,Buffalo Creek,3,0.000636916,0,0,0,,,,,,
2014,701021015,Charles Darwin,4,0.165289256,-33.33333333,-2,-60,,,,,,
2014,701021016,Coconut Grove,3271,1.175772825,0.801232666,26,9.178905207,,,,,,
2014,701021017,East Arm,10,0.105485232,11.11111111,1,66.66666667,,,,,,
2014,701021018,Jingili,1899,1.300684932,-1.555209953,-30,-1.961796593,,,,,,
2014,701021019,Karama,5298,54.45015416,0.397953383,21,0.779912498,,,,,,
2014,701021020,Leanyer,5032,30.42321644,-0.788643533,-40,-0.67114094,,,,,,
2014,701021021,Lyons (NT),3878,15.34626039,18.23170732,598,205.5949567,,,,,,
2014,701021022,Malak - Marrara,5023,77.5154321,-1.160960252,-59,-1.296914915,,,,,,
2014,701021023,Millner,2769,0.306471428,0.508166969,14,5.325218714,,,,,,
2014,701021024,Moil,2167,21.73520562,-1.410373066,-31,-3.603202847,,,,,,
2014,701021025,Nightcliff,4156,0.731574222,-0.120163422,-5,5.16194332,,,,,,
2014,701021026,Rapid Creek,3576,7.069988138,-0.859439978,-31,4.868035191,,,,,,
2014,701021027,Tiwi,2780,0.475229922,-0.678813862,-19,3.538175047,,,,,,
2014,701021028,Wagaman,2353,367.65625,0.341151386,8,4.161133245,,,,,,
2014,701021029,Wanguri,2043,63.64485981,0.491883915,10,5.800103573,,,,,,
2014,701021030,Wulagi,2719,3.540364583,-1.414068165,-39,-2.194244604,,,,,,
2014,701031031,Howard Springs,5986,177.1005917,6.626291414,372,30.27203482,,,,,,
2014,701031032,Humpty Doo,8970,530.7692308,1.230109468,109,17.0559833,,,,,,
2014,701031033,Koolpinyah,23,2.771084337,0,0,21.05263158,,,,,,
2014,701031034,Virginia,3376,279.0082645,4.101140919,133,12.3087159,,,,,,
2014,701031035,Weddell,4449,577.7922078,9.608277901,390,26.21276596,,,,,,
2014,701041036,Bakewell,3297,197.4251497,-0.392749245,-13,-3.398769411,,,,,,
2014,701041037,Driver,3159,464.5588235,-1.157697121,-37,2.664933377,,,,,,
2014,701041038,Durack - Marlow Lagoon,4303,896.4583333,2.91796221,122,8.85403491,,,,,,
2014,701041039,Gray,3556,352.0792079,-0.864231949,-31,0.622524052,,,,,,
2014,701041040,Moulden,3316,131.5873016,-0.39050766,-13,-6.591549296,,,,,,
2014,701041041,Palmerston - North,4485,327.3722628,0.537995965,24,4.618614416,,,,,,
2014,701041042,Palmerston - South,2026,116.4367816,69.96644295,834,28842.85714,,,,,,
2014,701041043,Rosebery - Bellamack,6185,736.3095238,12.96803653,710,102.9199475,,,,,,
2014,701041044,Woodroffe,3589,329.266055,-1.482294812,-54,-1.778872469,,,,,,
2014,702011045,Charles,4851,231,-4.394954671,-223,-1.502538071,,,,,,
2014,702011046,East Side,5638,599.787234,-3.060522696,-178,-5.418553934,,,,,,
2014,702011047,Flynn (NT),4884,199.3469388,-2.300460092,-115,-3.459181656,,,,,,
2014,702011048,Larapinta,5433,485.0892857,-1.878273433,-104,-1.486854034,,,,,,
2014,702011049,Mount Johns,4088,11.78777393,-0.341296928,-14,0.913354727,,,,,,
2014,702011050,Petermann - Simpson,2683,75.57746479,0.411676647,11,3.391136802,,,,,,
2014,702011051,Ross,2592,22.71691499,-0.154083205,-4,1.368791553,,,,,,
2014,702011052,Sandover - Plenty,4597,499.673913,0.239860445,11,2.200978213,,,,,,
2014,702011053,Tanami,3230,232.3741007,-1.704199635,-56,-3.20647288,,,,,,
2014,702011054,Yuendumu - Anmatjere,2429,231.3333333,-0.816659861,-20,0.371900826,,,,,,
2014,702021055,Barkly,2946,105.971223,-1.40562249,-42,-1.041316762,,,,,,
2014,702021056,Tennant Creek,3406,79.39393939,-2.630074328,-92,-3.375886525,,,,,,
2014,702031057,Alligator,4896,326.4,-1.369863014,-68,6.620209059,,,,,,
2014,702031058,Daly,2119,17.73221757,-2.16989843,-47,-1.852709588,,,,,,
2014,702031059,Thamarrurr,2785,29.62765957,1.199127907,33,11.08895094,,,,,,
2014,702031060,Tiwi Islands,2902,0.764026012,-3.298900367,-99,4.501260353,,,,,,
2014,702031061,West Arnhem,5532,1.861122325,-0.984428137,-55,6.733551997,,,,,,
2014,702041062,Anindilyakwa,2842,0.179205367,-1.660899654,-48,-0.210674157,,,,,,
2014,702041063,East Arnhem,8691,35.8835673,-2.172444845,-193,4.509379509,,,,,,
2014,702041064,Nhulunbuy,4262,1.403266166,-5.645339827,-255,-8.892689183,,,,,,
2014,702051065,Elsey,2499,0.543497173,1.833740831,45,9.126637555,,,,,,
2014,702051066,Gulf,4718,1.432257673,0.340280732,16,3.943599912,,,,,,
2014,702051067,Katherine,10799,45.9923339,-0.120236774,-13,3.319938768,,,,,,
2014,702051068,Victoria River,2903,0.535786793,-0.548132922,-16,-1.626567265,,,,,,
2014,801011001,Aranda,2477,0.724608004,-0.840672538,-21,-2.976889933,,,,,,
2014,801011002,Belconnen,6332,904.5714286,5.903997324,353,66.23785771,,,,,,
2014,801011003,Bruce,7010,1460.416667,0.99409307,69,18.31223629,,,,,,
2014,801011004,Charnwood,3074,236.4615385,-1.030264005,-32,-2.629078239,,,,,,
2014,801011005,Cook,2949,0.965492404,-1.172922252,-35,-1.206030151,,,,,,
2014,801011006,Dunlop,7273,530.8759124,-0.068700192,-5,5.789090909,,,,,,
2014,801011007,Evatt,5379,1.348323056,-1.699561404,-93,-5.945095296,,,,,,
2014,801011008,Florey,5065,48.88996139,-1.593161065,-82,-5.344795365,,,,,,
2014,801011009,Flynn (ACT),3531,0.564878657,-1.533742331,-55,-2.96784831,,,,,,
2014,801011010,Fraser,2118,0.537631679,-1.534170153,-33,-2.933088909,,,,,,
2014,801011011,Giralang,3351,52.60596546,-0.593295758,-20,-3.872633391,,,,,,
2014,801011012,Gooromon,6,0.196078431,20,1,0,,,,,,
2014,801011013,Hawker,2952,16.05220228,-0.303951368,-9,0.854116843,,,,,,
2014,801011014,Higgins,3128,0.664090697,-0.635324015,-20,-1.882057716,,,,,,
2014,801011015,Holt,4734,195.6198347,-1.763851421,-85,-3.407467864,,,,,,
2014,801011016,Kaleen,7448,2.67721064,-0.865167044,-65,-4.720481003,,,,,,
2014,801011017,Latham,3656,38.56540084,-0.191100191,-7,-2.584598987,,,,,,
2014,801011018,Lawson,0,0,0,0,0,,,,,,
2014,801011019,Macgregor (ACT),6530,67.11202467,3.110690036,197,45.11111111,,,,,,
2014,801011020,Macquarie,2753,16.64449819,0.474452555,13,6.375579598,,,,,,
2014,801011021,McKellar,2853,11.29006727,-1.280276817,-37,-3.712453594,,,,,,
2014,801011022,Melba,3221,49.70679012,-1.317401961,-43,-3.360336034,,,,,,
2014,801011023,Page,3010,0.333145178,0.500834725,15,5.171208945,,,,,,
2014,801011024,Scullin,2941,29.49849549,0.375426621,11,2.295652174,,,,,,
2014,801011025,Spence,2605,0.458554102,-0.875190259,-23,-2.90719344,,,,,,
2014,801011026,Weetangera,2668,5.274812179,-0.633147114,-17,-0.670141474,,,,,,
2014,801011111,Molonglo Corridor,11,0.001880406,0,0,-45,,,,,,
2014,801011112,West Belconnen,15,2.34375,7.142857143,1,36.36363636,,,,,,
2014,801031031,Hume,388,12.08722741,6.010928962,22,122.9885057,,,,,,
2014,801031032,Kowen,38,0.049479167,-5,-2,-9.523809524,,,,,,
2014,801031113,Canberra East,824,24.37869822,-2.715466352,-23,-5.612829324,,,,,,
2014,801031114,Canberra Airport,87,5.147928994,2.352941176,2,14.47368421,,,,,,
2014,801031115,Majura,170,20.48192771,-2.298850575,-4,-3.95480226,,,,,,
2014,801041034,Amaroo,5674,468.9256198,0.052900723,3,-3.322542171,,,,,,
2014,801041035,Bonner,5751,746.8831169,16.11144761,798,0,,,,,,
2014,801041036,Casey,4353,260.6586826,35.48085901,1140,0,,,,,,
2014,801041037,Crace,3083,453.3823529,56.4180619,1112,0,,,,,,
2014,801041038,Forde,3824,796.6666667,8.083663086,286,540.5360134,,,,,,
2014,801041039,Franklin,5580,552.4752475,10.47317363,529,204.0871935,,,,,,
2014,801041040,Gungahlin,6098,241.984127,1.329345297,80,16.3740458,,,,,,
2014,801041043,Hall,304,22.18978102,-3.492063492,-11,-13.63636364,,,,,,
2014,801041044,Harrison,6481,372.4712644,9.42090157,558,86.18213157,,,,,,
2014,801041045,Mitchell,6,0.714285714,-14.28571429,-1,-25,,,,,,
2014,801041046,Ngunnawal,9561,877.1559633,3.395695901,314,1.637078771,,,,,,
2014,801041047,Nicholls,6943,330.6190476,-0.672389127,-47,-3.809919645,,,,,,
2014,801041048,Palmerston,5739,610.5319149,-1.594650206,-93,-3.965863454,,,,,,
2014,801041116,Gungahlin - East,0,0,0,0,0,,,,,,
2014,801041117,Gungahlin - West,0,0,0,0,0,,,,,,
2014,801041118,Jacka,184,0.530565167,2528.571429,177,0,,,,,,
2014,801041119,Kenny,13,0.366197183,-13.33333333,-2,-38.0952381,,,,,,
2014,801041120,Moncrieff,29,0.254163015,0,29,0,,,,,,
2014,801041121,Taylor,0,0,0,0,0,,,,,,
2014,801041122,Throsby,0,0,0,0,0,,,,,,
2014,801051049,Acton,2049,195.1428571,-3.983130272,-85,2.092675635,,,,,,
2014,801051050,Ainslie,5250,188.8489209,-0.209085725,-11,0.133511348,,,,,,
2014,801051051,Braddon,5426,126.4801865,2.706795381,143,20.0176952,,,,,,
2014,801051053,Civic,3825,255,5.082417582,185,98.28926905,,,,,,
2014,801051054,Dickson,2228,18.64435146,0.36036036,8,3.435468895,,,,,,
2014,801051055,Downer,3637,38.69148936,-0.49247606,-18,1.337419894,,,,,,
2014,801051056,Hackett,2991,0.787457547,-0.565159574,-17,-0.2002002,,,,,,
2014,801051057,Lyneham,5046,1.697618086,1.81598063,90,8.867313916,,,,,,
